area_sqft,floors,rooms,hvac,solar,solar_kw,total
1654.9,1,7,False,False,0,8122038
1899.0,3,4,False,False,0,24689117
1268.9,1,5,True,False,0,6304704
1386.9,1,6,False,True,4,7535663
6000,1,18,False,False,0,24047341
2039.7,1,8,False,False,0,8931450
2646.6,1,7,True,False,0,12493735
1948.3,1,5,True,False,0,9589195
997.0,1,4,False,False,0,4788986
1313.4,1,5,False,False,0,6329662
1940.5,1,9,False,False,0,8877295
2036.3,2,7,False,False,0,16669611
3149.7,2,12,True,False,0,27566745
1641.2,1,4,False,True,10,8462624
1191.8,1,4,False,False,0,5855832
1889.4,1,4,False,False,0,8451082
1438.8,2,4,False,False,0,13284397
2547.8,1,8,True,False,0,11771867
1221.6,2,2,False,False,0,10163433
2182.0,1,8,False,True,9,10948333
1506.1,1,4,False,False,0,6661023
1281.5,2,4,False,False,0,11438528
1743.2,1,3,False,False,0,7371673
2088.0,1,4,True,False,0,10360032
1079.1,1,4,False,True,4,5641101
2255.0,2,7,False,False,0,18552552
1445.4,1,7,False,False,0,6908285
4502.1,1,16,False,False,0,18541065
1517.8,2,4,False,False,0,13339467
2297.9,3,8,False,False,0,28509902
2496.0,1,7,False,True,9,11855626
1871.9,1,5,True,False,0,9011640
884.4,2,5,False,False,0,8354228
2185.3,2,7,True,False,0,19646499
1359.6,1,6,False,False,0,6601289
1687.3,1,7,False,False,0,7909203
1232.4,3,5,True,False,0,16525366
3060.9,1,9,True,False,0,14180017
1501.9,1,3,False,False,0,6421859
1751.4,1,5,False,False,0,7929599
2546.0,2,8,False,False,0,20884838
1473.9,3,4,False,True,4,20057357
2737.3,2,8,True,False,0,23586432
2246.4,1,5,True,True,4,11148516
800,2,2,False,False,0,6838765
1337.7,2,2,True,False,0,12046635
3603.3,1,12,False,False,0,14508272
1359.5,2,2,True,True,7,13668732
1255.6,1,3,False,True,9,6717073
1501.6,1,4,True,False,0,7338467
6000,2,18,False,True,9,46783427
2112.0,1,7,False,True,7,10207579
1328.3,1,2,True,False,0,6054337
1606.4,3,5,False,False,0,21206022
1223.4,1,4,False,False,0,5623727
819.2,1,3,True,True,5,4672284
5949.9,1,17,True,False,0,24790802
2749.3,1,8,False,True,3,13687179
1354.9,1,3,False,True,8,7312310
2899.7,1,9,True,False,0,13737053
2306.2,1,7,False,False,0,10658519
3616.1,1,13,False,False,0,15537752
2213.9,1,5,False,False,0,9941097
1140.6,1,2,False,False,0,4840283
1996.8,1,4,False,False,0,8149842
1247.4,1,5,False,False,0,6174090
2293.0,1,9,False,True,5,10458275
1518.5,2,4,False,False,0,12912630
3945.9,1,15,False,False,0,16683676
3533.3,1,12,False,False,0,14993721
3382.8,1,13,False,True,3,14144656
1103.6,1,4,False,False,0,4960936
1203.5,1,4,False,False,0,5493780
1598.5,3,5,False,False,0,21949605
2751.3,1,6,False,False,0,12020865
1890.2,1,8,False,True,8,9459381
1142.0,1,3,False,True,10,6528886
1148.6,2,4,False,False,0,10278915
2913.2,1,12,False,False,0,13390935
1172.3,1,4,False,False,0,4811434
1572.4,2,3,False,False,0,12538985
1317.4,1,3,False,False,0,6091490
1628.5,1,6,True,True,7,9303269
2195.4,1,7,False,False,0,9964425
1182.3,2,5,True,True,8,12452047
1360.6,1,3,False,False,0,5378823
2410.8,2,7,False,False,0,20495025
3010.5,1,8,True,False,0,12968870
1394.5,1,5,False,True,6,7311559
2378.3,3,6,True,False,0,29173277
1473.6,1,2,False,False,0,6094361
1173.2,1,2,False,False,0,5026382
3233.1,1,11,False,False,0,14029430
969.2,1,2,False,False,0,4357140
995.9,1,5,False,False,0,5470558
1136.0,1,6,False,True,10,6660872
943.5,1,2,False,True,4,4980094
2511.1,2,6,True,True,3,22298067
1334.3,1,7,True,True,7,8308367
1800.4,2,7,False,False,0,16085665
1475.0,3,5,True,False,0,20527804
1540.7,2,8,True,True,3,15766570
1037.7,2,3,True,False,0,9325829
964.5,2,4,False,False,0,9438453
4321.9,1,15,False,False,0,19216639
827.8,1,2,False,False,0,3738052
2307.9,2,5,False,False,0,17865046
1775.4,2,8,False,False,0,16657880
3475.8,1,11,False,False,0,13968647
1699.6,1,6,True,False,0,7896549
2280.3,1,9,False,False,0,9587081
2347.2,1,9,False,False,0,10997217
2730.7,2,7,False,False,0,21231413
1778.5,2,5,False,False,0,14923106
2544.4,1,7,True,True,4,13085942
1778.4,1,7,False,True,8,9465538
1605.7,1,4,False,False,0,7077233
800,1,3,False,True,7,4770300
2012.8,1,7,False,False,0,8798623
1307.1,1,3,True,True,9,7204819
1987.5,1,8,False,False,0,9119091
3014.4,1,11,False,False,0,12885098
1020.4,1,2,True,False,0,4852767
1910.1,1,3,True,False,0,8827356
832.0,2,2,True,False,0,7626643
1981.3,1,7,True,False,0,9970617
2533.7,1,12,False,False,0,11763535
830.4,2,3,False,True,5,7813749
1607.0,1,5,False,False,0,6718485
972.2,2,2,False,False,0,8706813
800,1,2,False,False,0,3518085
2522.4,1,4,False,True,9,10884304
2189.9,1,7,True,False,0,10401811
2007.2,1,7,False,False,0,8794621
4259.1,1,11,False,False,0,17024262
1347.4,1,3,False,False,0,6342415
1759.0,1,7,False,False,0,8223616
1144.7,2,2,False,False,0,9872427
3262.8,2,11,False,False,0,26410291
1956.9,1,5,False,False,0,7999614
1289.1,1,4,False,False,0,5696367
2605.3,2,9,False,True,3,21916288
3580.0,2,13,False,False,0,30104243
2325.6,1,7,True,False,0,11339666
2626.1,2,7,True,False,0,21785639
4102.6,2,10,False,False,0,33201881
1277.4,1,4,True,False,0,6665056
3977.0,2,12,False,True,5,34993200
2606.5,1,11,False,False,0,11285165
3106.3,1,9,False,False,0,13213785
1492.4,3,7,False,False,0,20655137
2352.5,1,8,False,False,0,10810908
4984.5,2,13,False,False,0,40359922
1575.1,2,2,True,True,6,14408485
2598.7,1,11,False,False,0,11622901
1872.9,2,7,False,True,4,17215660
3917.9,1,11,False,False,0,16269301
914.3,2,2,False,True,10,8947262
1730.6,1,5,False,False,0,8306823
971.0,2,4,False,False,0,8636807
1339.1,2,2,False,False,0,11805490
973.0,1,3,False,False,0,4343858
1922.4,1,7,False,False,0,8547116
2496.0,2,10,False,False,0,21365675
1195.4,2,2,True,False,0,10724553
2214.9,2,7,True,False,0,20515208
1767.9,2,7,False,False,0,16131135
2205.1,1,6,True,False,0,10523196
3033.2,1,10,False,False,0,12432103
1830.3,1,7,True,True,4,10153647
1276.8,2,6,False,True,7,12989807
1862.5,1,6,False,True,7,8574679
800,2,2,True,False,0,6690435
859.0,1,3,False,True,7,4814534
2784.3,1,7,False,False,0,11951602
3309.1,1,11,True,False,0,15100947
1660.8,1,5,False,False,0,6744550
3874.2,1,12,True,False,0,17577640
2631.2,1,7,True,False,0,13418610
1489.4,1,4,True,False,0,7198188
1711.3,2,4,True,False,0,15149359
1107.9,1,3,False,False,0,4700765
2044.6,3,4,False,False,0,23952125
800,2,3,True,False,0,6640813
1665.8,1,5,False,False,0,7585299
811.4,2,3,True,False,0,7163845
911.8,1,2,False,False,0,3844489
3694.6,1,13,True,False,0,16011313
1037.2,1,3,False,False,0,4770789
1399.6,1,6,False,True,6,7437507
833.3,2,2,True,False,0,7044071
1617.3,2,8,False,True,10,15533687
1424.0,1,4,False,False,0,6650876
1661.9,1,3,False,False,0,6802665
2411.2,1,5,False,False,0,10068393
1407.3,2,5,False,False,0,13125832
1049.1,2,6,True,False,0,10016808
2168.3,2,6,False,False,0,19526716
1114.6,3,4,False,False,0,15500871
1438.2,1,4,False,True,9,6737938
2074.7,1,7,True,False,0,9672733
1505.3,2,3,False,True,7,13817209
2284.5,3,5,False,False,0,27982818
3972.9,1,12,False,False,0,15847206
1239.7,1,6,True,False,0,6469501
1570.4,2,3,True,False,0,13023516
2472.0,2,10,False,False,0,20269002
2940.3,2,10,False,False,0,24632240
2038.4,1,6,False,True,9,9637730
1121.5,2,4,True,True,4,10031282
1223.9,3,4,True,False,0,14807941
1775.6,1,5,True,True,5,9199514
2551.1,1,8,False,False,0,11064471
2525.3,1,9,False,True,6,12080472
1309.5,2,3,False,True,3,12902695
1995.2,1,6,True,False,0,9293236
3807.4,1,12,False,False,0,14860083
2443.5,2,8,True,False,0,22111818
2571.2,1,10,False,False,0,10935400
3358.4,1,12,False,False,0,14787868
800,2,3,True,False,0,7307491
1647.9,1,5,False,False,0,7379716
2014.0,1,5,False,False,0,8738397
1603.0,1,5,False,True,9,8160258
1048.6,1,4,False,False,0,5205108
3406.5,2,12,False,False,0,28023856
1373.7,1,3,True,False,0,6531714
2180.6,2,4,True,False,0,19070016
2343.2,1,5,False,False,0,9541147
1834.8,1,6,False,False,0,8179456
1479.2,2,4,False,False,0,13323613
2103.9,1,6,True,False,0,9828590
1058.8,2,3,False,True,10,11238431
1899.6,1,4,False,False,0,8472171
3478.7,1,10,False,False,0,15034250
2330.2,3,6,False,False,0,28968026
2025.3,2,6,False,False,0,17189980
1709.2,3,7,False,False,0,22281227
1819.4,2,7,False,False,0,15210612
2075.8,1,9,False,False,0,10369082
2306.1,2,8,False,False,0,19333916
1469.2,2,4,False,False,0,13042164
1754.5,1,4,False,False,0,7892815
1396.3,3,7,True,False,0,18224993
800,1,3,False,False,0,3481952
5599.7,1,18,False,False,0,23428254
1574.5,1,3,True,False,0,7510656
2881.2,3,10,False,False,0,36380841
2768.7,1,8,False,False,0,12602281
1433.4,1,3,False,True,6,7331168
800,2,4,True,True,5,8605800
1224.6,1,4,False,False,0,5599671
2833.1,1,9,False,False,0,13498173
2344.5,1,6,False,False,0,10558061
1624.8,1,4,True,True,6,8786389
1693.3,1,6,True,True,10,8681857
1391.9,1,3,False,False,0,6321906
1736.3,2,7,False,False,0,15366165
2003.4,1,8,False,True,10,9694694
4722.0,1,17,True,False,0,21000867
1870.1,1,5,True,False,0,8717792
2436.4,1,7,False,False,0,10995078
1400.6,1,4,True,True,3,7130216
2001.2,1,7,False,False,0,8990768
1506.8,1,5,False,False,0,7347660
3020.7,1,8,False,False,0,13384886
1042.3,1,2,True,False,0,5068933
1079.7,1,4,False,False,0,4734621
4537.5,1,15,False,False,0,18337843
1649.0,1,3,False,False,0,7632424
3444.4,2,10,False,True,4,27289265
992.6,1,4,False,False,0,5010205
1917.0,3,5,True,False,0,25306787
1291.5,1,4,False,False,0,5850085
4395.3,2,13,False,True,9,35256879
1332.6,2,3,False,False,0,10441998
1918.6,2,4,True,True,6,17901295
1540.1,3,6,True,True,9,22199590
1616.6,2,4,False,False,0,14439445
1750.8,1,3,False,False,0,7569810
2260.3,1,7,False,True,8,9789574
2354.5,1,7,False,False,0,9879386
1337.9,1,5,False,False,0,5971041
2418.6,2,9,False,True,5,21778365
1195.1,1,3,True,False,0,5528825
1133.6,1,4,False,False,0,5675126
1341.7,2,5,True,False,0,12576257
1241.8,1,4,False,False,0,5795979
3029.6,1,11,True,False,0,14721199
1634.3,1,3,False,False,0,7097406
2083.0,3,7,False,False,0,25634150
2277.9,1,7,True,True,6,11425714
2186.8,1,8,True,True,6,11078368
2452.4,1,9,False,True,8,11519667
2084.9,1,6,True,True,10,10813596
1089.4,2,4,True,False,0,9660267
1896.3,2,6,False,False,0,17030166
1816.9,2,7,True,False,0,17172326
1945.4,1,8,False,False,0,8641591
1945.7,1,6,False,False,0,9385339
1635.1,1,6,False,False,0,7211981
2163.5,1,7,False,False,0,10367600
1134.8,1,3,False,False,0,5021137
2568.1,2,7,False,False,0,21093365
4093.4,2,11,False,False,0,32751288
1623.7,1,6,False,False,0,7656129
1034.3,1,4,False,True,10,6130918
2997.0,2,10,False,False,0,24313150
5523.5,1,18,True,False,0,24731591
2521.1,2,10,True,False,0,20879725
6000,2,18,False,True,3,49980599
1628.6,1,9,False,False,0,8023223
2942.1,1,10,False,False,0,13283201
1432.9,1,5,False,False,0,6899868
1212.0,1,4,False,False,0,5239122
2126.3,2,6,True,False,0,19341276
800,1,2,False,False,0,3380052
1432.3,1,6,True,False,0,6688903
1388.3,1,4,False,False,0,6460427
1801.9,1,4,False,False,0,7735038
1635.1,3,4,True,False,0,20739475
1619.8,1,6,False,False,0,7485025
1890.0,1,5,False,False,0,8502305
2314.2,2,9,False,False,0,21465921
2527.2,2,7,False,False,0,21363021
2180.4,2,3,False,True,4,18739950
2546.8,2,7,False,False,0,19946914
800,1,2,False,False,0,3549992
800,1,2,False,False,0,3252636
3346.9,1,10,False,True,4,14322185
1507.8,2,2,False,False,0,13467133
1887.5,2,7,False,False,0,18150952
3306.5,1,9,False,True,10,14995428
2223.8,3,5,False,True,10,29517397
2148.5,1,7,False,False,0,9662568
1850.3,2,4,False,True,10,16609474
2770.7,1,7,False,False,0,11803155
1061.1,1,2,False,False,0,4525673
2398.8,1,8,True,False,0,11462821
2520.4,1,6,False,False,0,11466647
1791.6,1,6,False,False,0,7177041
1071.1,1,3,False,False,0,4854950
1098.1,1,5,False,False,0,4953943
1305.6,2,5,True,False,0,11869042
2723.5,1,6,False,False,0,11817338
2307.9,1,5,True,False,0,10445952
1655.2,1,7,False,True,10,8413471
4575.4,1,13,True,True,3,19533554
1995.7,1,3,True,False,0,8833550
1180.7,1,3,True,False,0,5813411
1708.0,3,6,False,True,9,24437219
1954.1,2,2,False,True,6,17781268
1338.5,1,2,False,False,0,6080987
4646.5,2,14,False,False,0,35794558
3355.3,1,11,False,False,0,14710954
1581.0,3,6,True,True,5,21182441
800,1,3,False,False,0,3677849
1835.5,1,7,False,True,7,9551492
1749.8,1,5,False,False,0,7891094
951.7,2,6,False,False,0,8711208
1617.5,2,5,True,False,0,14674139
3637.9,2,11,False,False,0,26972532
901.3,2,2,False,False,0,7633392
2978.3,2,12,False,False,0,25380204
1166.0,1,4,False,False,0,5463629
2046.3,1,3,True,False,0,9147749
985.4,1,5,False,False,0,4828990
1109.4,1,4,False,False,0,4781308
1290.1,1,3,False,True,4,6373952
6000,1,18,False,False,0,25055993
6000,2,18,False,False,0,45049235
6000,1,18,False,False,0,24915639
1647.1,1,6,True,False,0,8229279
2739.4,1,7,False,False,0,11732061
1409.9,2,4,True,False,0,12165701
2079.5,1,8,False,False,0,9812941
1481.4,2,4,False,False,0,13393528
2369.9,1,6,False,True,3,10892127
4017.6,1,12,False,False,0,16186535
5046.4,2,16,False,False,0,39256623
1406.9,1,4,False,False,0,6592394
1527.4,1,5,False,False,0,7089820
2477.2,1,4,False,False,0,11151341
2473.5,2,10,False,False,0,21100662
1554.6,1,4,False,False,0,7074172
2451.3,1,8,False,False,0,10594458
2042.5,1,7,False,False,0,9508154
800,1,2,False,False,0,3503667
1413.2,1,6,False,True,4,7089305
1882.3,1,9,False,False,0,9329558
1587.2,1,5,False,False,0,7663286
874.2,1,3,True,False,0,4650269
1735.2,1,5,False,True,4,8141116
1494.9,2,4,False,False,0,13040619
2559.2,2,8,False,False,0,22366990
1318.7,1,3,False,False,0,5739554
1052.7,1,2,False,True,6,5420229
2704.1,2,8,False,False,0,22749275
1639.4,2,2,True,False,0,14738875
984.0,2,2,False,True,10,9493052
1338.0,2,5,False,False,0,12079677
1091.6,2,3,False,False,0,9126355
2752.3,1,8,False,False,0,11409656
1179.3,2,3,False,False,0,10790111
4306.5,1,12,False,True,10,19096130
2859.2,2,11,False,False,0,23828178
3225.1,1,9,False,False,0,13321999
1245.8,1,5,False,True,4,6430219
2337.4,1,6,True,False,0,9840105
842.6,1,2,True,True,5,4755185
1333.8,3,4,True,True,10,19087882
1159.3,1,2,True,True,4,5985935
2329.5,1,5,False,True,6,10511504
4526.2,2,15,False,False,0,34492915
1074.7,2,2,False,False,0,9334116
3093.3,1,11,False,False,0,13677188
2693.0,1,10,False,True,8,13077327
2029.8,1,6,False,True,5,10338757
2045.5,1,8,False,False,0,9006166
997.9,1,3,True,False,0,5020811
2706.5,1,9,True,False,0,12145830
1358.3,1,4,False,False,0,6095169
800,1,2,False,True,9,4478321
2137.9,1,7,True,False,0,10362159
2280.7,1,8,False,True,4,11926584
1332.0,2,3,False,False,0,11295573
1285.0,1,6,False,False,0,6067340
1122.1,1,3,False,False,0,5097864
800,2,3,False,False,0,6968471
1850.1,1,6,True,True,8,9932513
1081.5,1,2,False,False,0,4577586
1016.3,3,4,False,True,7,14139696
2996.5,1,9,False,False,0,13362136
1602.4,1,3,False,False,0,6835258
960.8,1,3,True,False,0,4754989
1943.2,1,10,False,False,0,8834659
2173.5,1,6,False,False,0,9548148
2722.8,1,6,True,False,0,12350588
983.5,3,3,False,False,0,13391472
2284.4,3,8,False,True,4,30252740
1095.8,1,5,False,False,0,5355209
1075.3,1,2,False,False,0,4484812
1034.0,1,2,False,False,0,4700518
2410.0,1,6,False,False,0,10183041
1454.3,1,5,False,False,0,6906809
2604.9,1,9,False,True,6,11813170
1754.4,3,3,False,False,0,22367253
800,1,2,False,False,0,3654497
1446.5,2,4,False,False,0,12286340
4073.6,1,13,False,True,3,17348280
2507.8,2,6,False,False,0,20944979
3997.2,1,12,False,True,5,17500917
3869.5,1,11,True,False,0,16807262
1350.5,2,2,True,False,0,11605133
1707.9,1,3,True,True,7,8555540
1401.3,1,5,True,False,0,6872912
2106.4,2,8,False,False,0,17599567
1537.9,1,4,False,False,0,7459126
1647.3,1,4,False,True,6,7814309
1750.4,2,4,False,False,0,15344380
1274.0,1,4,False,False,0,5842163
800,2,2,False,True,4,7390124
2226.7,3,8,True,False,0,27327983
1565.7,2,6,False,True,6,15469949
2922.5,2,10,False,False,0,26077958
1240.4,2,4,False,True,6,12120051
2592.9,2,8,False,False,0,21676150
2293.6,2,7,False,False,0,18607943
3045.5,3,10,False,False,0,37270567
1872.8,2,4,True,True,3,17159330
3066.9,2,7,False,True,5,24951734
2563.6,1,7,False,False,0,11079593
1681.3,3,6,True,False,0,21336665
800,2,4,False,False,0,7625048
1754.5,1,4,False,False,0,7800372
2085.6,2,7,False,False,0,17448727
1708.6,1,5,False,False,0,7890925
3700.4,2,11,True,False,0,31863357
1683.7,3,5,False,False,0,22300206
1288.3,1,4,False,False,0,6045521
3261.4,1,11,False,False,0,14430206
1767.3,1,6,True,False,0,8355865
2436.2,1,6,False,True,4,11776552
2719.3,1,10,True,False,0,13384368
2868.6,1,6,False,False,0,11917644
800,1,3,True,False,0,3907849
1761.3,3,6,False,False,0,23802955
1105.0,1,4,False,False,0,5273427
1859.7,3,5,False,False,0,24139333
2123.5,1,8,True,False,0,10451455
2238.1,2,10,False,False,0,19559983
1306.2,1,6,False,False,0,6149919
1085.1,1,2,False,False,0,4742715
2742.6,1,9,False,False,0,12513717
2206.4,1,5,False,True,6,10768072
800,1,3,False,False,0,3719545
1243.2,2,6,False,False,0,11093239
2544.8,1,8,False,True,10,13013304
2842.0,2,9,False,True,3,25463408
6000,2,18,False,False,0,49492007
2444.8,1,8,False,False,0,10530540
800,1,3,False,False,0,3563979
1494.0,2,2,False,False,0,12433313
4193.0,1,14,False,True,9,18979290
2480.0,1,8,False,False,0,9637827
1751.6,1,6,False,False,0,7900320
807.8,1,2,False,False,0,3455916
2240.8,1,9,False,False,0,10301918
1305.0,1,4,False,False,0,6090629
1366.9,2,3,False,False,0,11848705
1733.2,2,3,False,True,4,15562328
1971.6,1,5,True,False,0,9155657
1653.7,1,5,True,False,0,7813452
1024.2,3,8,False,False,0,13462079
1364.6,1,6,False,False,0,6539859
2186.6,1,5,False,False,0,9863564
987.9,2,6,False,False,0,9920742
1459.4,1,2,False,False,0,6172953
2412.1,1,10,True,False,0,12488693
1162.5,1,2,True,False,0,5320552
1287.1,1,3,False,False,0,5396990
1202.3,2,4,True,False,0,11230653
2457.2,1,6,False,True,6,10743213
3294.9,3,12,False,False,0,42591533
1074.6,1,3,False,False,0,4885747
4021.4,1,13,True,False,0,18390006
4354.7,3,16,True,False,0,48927473
1242.8,3,4,False,False,0,16657477
2897.6,2,9,False,False,0,23477956
1776.7,2,8,False,False,0,14950427
800,1,4,True,False,0,4228239
1894.9,2,8,False,False,0,18148565
1351.4,1,6,False,False,0,6020358
2296.3,1,7,False,True,6,10289073
1530.7,1,3,False,False,0,6895968
2719.1,1,10,False,False,0,12140002
1619.2,2,2,False,False,0,14248632
3053.1,2,9,False,False,0,26628080
1415.3,1,3,True,True,7,7134222
1715.7,2,6,False,False,0,15788772
2245.7,1,8,False,False,0,10161629
2283.1,2,8,False,False,0,19186754
2610.1,1,7,False,False,0,11349297
2299.2,1,6,True,False,0,11318767
2122.1,1,6,False,True,6,10350821
904.4,1,2,False,False,0,4437616
2775.2,1,10,False,True,5,12807692
1791.2,2,6,False,False,0,15936850
1541.4,1,4,False,False,0,7145840
1034.8,1,4,False,False,0,4879809
800,1,2,False,False,0,3792067
1381.6,1,6,True,False,0,7496042
2878.4,1,13,False,False,0,12471484
1733.2,1,7,False,False,0,7423309
2026.8,3,5,False,True,3,26277195
1518.6,1,5,True,False,0,7644729
1005.2,1,4,True,False,0,5193383
2781.4,1,10,False,False,0,12173275
2147.9,2,9,True,False,0,18650080
800.8,1,2,False,False,0,3782590
3116.9,1,11,True,False,0,15067226
2566.7,1,6,True,False,0,11606020
3726.2,1,15,True,False,0,17210062
2206.9,1,5,True,False,0,10967087
2023.8,1,7,False,False,0,8933156
1261.0,1,3,False,True,7,6901511
1519.1,2,5,False,False,0,13450483
2795.4,2,11,False,False,0,23990133
2143.4,1,9,True,True,9,11224696
1743.7,3,5,False,True,4,22293301
2046.4,1,5,False,False,0,8736337
976.6,2,2,False,False,0,9161914
981.2,2,2,True,False,0,8477968
2469.6,1,9,False,False,0,10755121
1394.4,1,3,False,True,8,6702042
1814.9,2,7,True,True,5,17418613
1379.2,2,5,False,False,0,12874717
2440.9,2,8,True,False,0,20769415
800,2,2,True,False,0,7344115
2269.9,1,8,False,False,0,10137691
3693.3,2,12,False,False,0,28015688
1135.1,1,4,False,False,0,5149047
2361.4,1,6,False,False,0,10311421
1948.2,1,3,False,False,0,8519525
1120.7,1,2,True,False,0,5001094
2586.3,1,5,False,False,0,10732813
2672.2,1,7,False,True,6,12446922
1687.3,1,5,False,False,0,7236991
1476.7,2,7,False,False,0,13477368
1966.3,1,8,False,False,0,9424284
2173.9,2,6,False,False,0,20268285
827.7,1,2,False,False,0,3523615
1300.1,1,4,False,False,0,5949588
3023.5,2,9,False,False,0,24554514
1290.2,1,2,False,False,0,5463341
915.4,1,4,False,False,0,4247735
2537.3,1,7,False,False,0,11177963
5160.4,1,17,False,False,0,22123797
2966.0,3,9,False,False,0,40395257
2017.2,1,6,False,True,10,9782785
5077.2,2,14,False,False,0,37943098
4808.7,1,15,False,False,0,19594998
1295.4,1,4,False,False,0,5947534
2001.7,1,9,False,False,0,9099592
3531.3,1,12,False,False,0,14381468
1384.4,2,5,True,False,0,12402021
2588.3,1,7,False,True,7,11539185
2167.3,1,7,False,True,8,10672448
2911.3,1,9,True,False,0,13430808
2648.3,1,10,False,False,0,12823105
1621.7,2,6,False,True,8,14914707
800,1,2,True,False,0,3743353
1643.4,1,5,False,True,10,8521863
1992.9,2,7,False,True,4,18261025
3960.5,1,13,False,False,0,16999398
3990.9,3,12,False,False,0,42869681
2594.0,1,8,False,False,0,11719217
1993.4,1,7,False,True,10,9532128
1699.6,2,4,False,False,0,14150461
2906.3,1,8,False,False,0,11737743
3154.5,2,10,False,True,10,26638667
2701.4,1,9,False,False,0,11693385
875.2,3,2,False,False,0,10907748
2226.7,1,9,False,False,0,10034949
1503.8,1,5,False,False,0,7096249
2236.5,1,7,False,True,5,10549807
2061.8,1,10,True,False,0,10693922
1703.1,1,5,False,False,0,7286587
2036.0,2,7,False,False,0,17835960
1227.8,1,4,False,True,9,6545230
1773.2,1,6,False,True,8,8788866
1190.6,2,2,False,False,0,10317169
2101.4,2,8,True,True,8,19828548
